member_id,tier,is_tier_ambiguous,join_date_missing,days_since_last_txn,txn_count_lifetime,txn_count_last_90d,avg_days_between_txns,total_spend,avg_order_value,refund_count,refund_rate,spend_trend_90d,points_earned_gross,points_earned_adj,points_redeemed,points_balance,redemption_rate,days_since_last_redemption
M00211,Bronze,0,0,187.0,5,0,113.25,500.59000000000003,100.11800000000001,0,0.0,,1132.0,1132.0,150,982.0,0.1325,593.0
M00212,Gold,0,0,192.0,7,0,254.0,420.92,60.13142857142857,0,0.0,,842.0,842.0,100,742.0,0.1188,192.0
M00213,Bronze,0,0,218.0,3,0,293.0,149.93,49.97666666666667,0,0.0,,345.0,345.0,0,345.0,0.0,
M00214,Platinum,0,0,217.0,6,0,73.6,1637.46,272.91,0,0.0,,3766.0,3766.0,0,3766.0,0.0,
M00215,Gold,0,0,101.0,6,0,161.2,467.29,77.88166666666667,0,0.0,0.0,817.0,817.0,0,817.0,0.0,
M00216,Gold,0,0,468.0,3,0,53.5,143.2,47.73333333333333,0,0.0,,251.0,251.0,103,148.0,0.4104,468.0
M00217,Platinum,0,0,557.0,2,0,,97.18,48.59,0,0.0,,223.0,223.0,0,223.0,0.0,
M00218,Platinum,0,1,2.0,7,3,98.33333333333333,613.66,87.66571428571429,0,0.0,,1410.0,1410.0,93,1317.0,0.066,63.0
M00219,Bronze,0,0,216.0,6,0,78.2,2267.27,377.87833333333333,0,0.0,,4535.0,4535.0,0,4535.0,0.0,
M00220,Bronze,0,0,1.0,4,4,21.0,153.95,38.4875,0,0.0,,269.0,269.0,0,269.0,0.0,
M00221,Gold,0,0,200.0,5,0,67.5,1329.94,265.988,0,0.0,,3060.0,3060.0,0,3060.0,0.0,
M00222,Silver,0,0,5.0,2,2,,110.81,55.405,0,0.0,,221.0,221.0,0,221.0,0.0,
M00223,Silver,0,0,40.0,8,1,137.57142857142858,658.0699999999999,82.25874999999999,0,0.0,0.644,1273.0,1273.0,100,1173.0,0.0786,152.0
M00224,Gold,0,0,669.0,6,0,132.8,292.84000000000003,48.80666666666667,0,0.0,,674.0,674.0,149,525.0,0.2211,867.0
M00225,Silver,0,0,31.0,4,1,137.0,232.33,77.44333333333334,0,0.0,0.5671,571.0,571.0,0,571.0,0.0,
M00226,Bronze,0,0,11.0,8,1,46.142857142857146,526.22,65.7775,0,0.0,0.3572,1183.0,1183.0,200,983.0,0.1691,11.0
M00227,Bronze,0,0,323.0,6,0,81.6,1935.21,322.535,0,0.0,,3387.0,3387.0,0,3387.0,0.0,
M00228,Bronze,0,0,237.0,4,0,404.6666666666667,138.85,46.28333333333333,1,0.25,,552.0,277.0,50,227.0,0.1805,1451.0
M00229,Gold,0,0,105.0,2,0,,157.89000000000001,78.94500000000001,0,0.0,0.0,363.0,363.0,100,263.0,0.2755,105.0
M00230,Gold,0,0,536.0,5,0,319.25,512.22,102.444,0,0.0,,1069.0,1069.0,59,1010.0,0.0552,536.0
M00231,Gold,0,0,386.0,5,0,324.75,213.26,42.652,0,0.0,,473.0,473.0,57,416.0,0.1205,606.0
M00232,Gold,0,0,42.0,10,2,55.22222222222222,595.22,59.522000000000006,0,0.0,,1335.0,1335.0,197,1138.0,0.1476,257.0
M00233,Bronze,0,0,0.0,8,1,144.57142857142858,463.25,57.90625,0,0.0,,1025.0,1025.0,0,1025.0,0.0,
M00234,Gold,0,0,451.0,8,0,177.14285714285714,488.28,61.035,0,0.0,,1123.0,1123.0,125,998.0,0.1113,1122.0
M00235,Gold,0,0,198.0,8,0,189.14285714285714,430.03,53.75375,0,0.0,,861.0,861.0,0,861.0,0.0,
M00236,Bronze,0,0,45.0,6,1,122.8,356.69,59.44833333333333,0,0.0,,805.0,805.0,50,755.0,0.0621,659.0
M00237,Bronze,0,0,47.0,6,2,67.4,352.58,58.76333333333333,0,0.0,1.1787,616.0,616.0,114,502.0,0.1851,47.0
M00238,Bronze,0,0,231.0,3,0,367.0,195.7,65.23333333333333,0,0.0,,392.0,392.0,0,392.0,0.0,
M00239,Bronze,0,0,1401.0,2,0,,126.42,63.21,0,0.0,,291.0,291.0,150,141.0,0.5155,1769.0
M00240,Silver,0,0,15.0,5,2,67.75,385.64,77.128,0,0.0,1.7542,675.0,675.0,100,575.0,0.1481,162.0
M00241,Silver,0,0,88.0,5,1,364.75,369.76,73.952,0,0.0,,739.0,739.0,150,589.0,0.203,1547.0
M00242,Gold,0,0,43.0,4,1,194.66666666666666,245.57999999999998,61.394999999999996,0,0.0,0.3996,430.0,430.0,95,335.0,0.2209,114.0
M00243,Gold,0,0,78.0,2,1,,90.05,45.025,0,0.0,,208.0,208.0,50,158.0,0.2404,78.0
M00244,Bronze,0,0,122.0,4,0,222.66666666666666,335.12,83.78,0,0.0,0.0,771.0,771.0,0,771.0,0.0,
M00245,Bronze,0,0,263.0,3,0,101.0,230.07999999999998,76.69333333333333,0,0.0,,403.0,403.0,0,403.0,0.0,
M00246,Gold,0,0,22.0,6,1,123.0,350.21999999999997,58.37,0,0.0,0.5233,699.0,699.0,115,584.0,0.1645,637.0
M00247,Bronze,0,0,6.0,7,2,60.0,435.42,62.20285714285715,0,0.0,1.7778,1002.0,1002.0,150,852.0,0.1497,193.0
M00248,Platinum,0,0,808.0,1,0,,84.07,84.07,0,0.0,,147.0,147.0,0,147.0,0.0,
M00249,Platinum,0,0,855.0,3,0,119.0,115.67,38.556666666666665,0,0.0,,231.0,231.0,63,168.0,0.2727,855.0
M00250,Gold,0,0,322.0,8,0,181.85714285714286,647.93,80.99125,0,0.0,,1269.0,1269.0,0,1269.0,0.0,
M00251,Platinum,0,0,206.0,8,0,80.14285714285714,455.45,56.93125,0,0.0,,1047.0,1047.0,50,997.0,0.0478,660.0
M00252,Silver,0,0,8.0,4,4,20.333333333333332,317.88,79.47,0,0.0,,636.0,636.0,115,521.0,0.1808,13.0
M00253,Bronze,0,0,24.0,2,1,,200.56,100.28,0,0.0,,351.0,351.0,0,351.0,0.0,
M00254,Gold,0,0,132.0,3,0,322.5,254.27,84.75666666666667,0,0.0,0.0,585.0,585.0,50,535.0,0.0855,777.0
M00255,Bronze,0,0,97.0,6,0,49.2,329.02,54.836666666666666,0,0.0,0.0,757.0,757.0,57,700.0,0.0753,211.0
M00256,Bronze,0,0,682.0,2,0,,139.32,69.66,0,0.0,,244.0,244.0,0,244.0,0.0,
M00257,Silver,0,0,227.0,3,0,72.5,221.41,73.80333333333333,0,0.0,,510.0,510.0,0,510.0,0.0,
M00258,Silver,0,0,53.0,6,2,28.8,401.7,66.95,0,0.0,0.6991,893.0,893.0,50,843.0,0.056,55.0
M00259,Silver,0,0,404.0,2,0,,135.74,67.87,0,0.0,,312.0,312.0,0,312.0,0.0,
M00260,Silver,0,0,19.0,7,1,243.0,497.45000000000005,71.06428571428572,0,0.0,0.3911,870.0,870.0,0,870.0,0.0,
M00261,Bronze,0,0,8.0,7,7,10.333333333333334,383.9,54.84285714285714,0,0.0,,767.0,767.0,151,616.0,0.1969,55.0
M00262,Silver,0,0,96.0,3,0,780.0,138.72,46.24,0,0.0,0.0,274.0,274.0,0,274.0,0.0,
M00263,Bronze,0,0,244.0,3,0,195.5,172.75,86.375,1,0.3333,,491.0,303.0,72,231.0,0.2376,635.0
M00264,Gold,0,0,459.0,4,0,90.33333333333333,159.96,39.99,0,0.0,,300.0,300.0,0,300.0,0.0,
M00265,Bronze,0,0,37.0,4,1,222.66666666666666,565.5500000000001,141.38750000000002,0,0.0,,1301.0,1301.0,0,1301.0,0.0,
M00266,Platinum,0,0,114.0,4,0,344.0,290.78,72.695,0,0.0,0.0,669.0,669.0,224,445.0,0.3348,114.0
M00267,Platinum,0,0,111.0,2,0,,202.45,101.225,0,0.0,0.0,405.0,405.0,0,405.0,0.0,
M00268,Bronze,0,0,187.0,6,0,93.2,384.44,64.07333333333334,0,0.0,,768.0,768.0,50,718.0,0.0651,636.0
M00269,Silver,0,0,268.0,5,0,325.25,224.73,56.1825,1,0.2,,520.0,439.0,100,339.0,0.2278,388.0
M00270,Bronze,0,0,279.0,4,0,482.6666666666667,181.74,45.435,0,0.0,,391.0,391.0,359,32.0,0.9182,279.0
M00271,Silver,0,0,866.0,6,0,170.6,318.14,53.02333333333333,0,0.0,,637.0,637.0,114,523.0,0.179,866.0
M00272,Bronze,0,0,301.0,6,0,50.8,1264.39,210.73166666666668,0,0.0,,2212.0,2212.0,0,2212.0,0.0,
M00273,Bronze,0,0,131.0,3,0,74.5,139.13,46.376666666666665,0,0.0,0.0,320.0,320.0,130,190.0,0.4063,276.0
M00274,Silver,0,0,89.0,3,1,451.0,348.4,116.13333333333333,0,0.0,0.1221,609.0,609.0,95,514.0,0.156,173.0
M00275,Bronze,0,0,177.0,1,0,,117.71,117.71,0,0.0,0.0,271.0,271.0,0,271.0,0.0,
M00276,Bronze,0,0,128.0,4,0,320.3333333333333,360.41999999999996,90.10499999999999,0,0.0,0.0,631.0,631.0,0,631.0,0.0,
M00277,Gold,0,0,106.0,5,0,322.25,376.97,75.394,0,0.0,0.0,659.0,659.0,0,659.0,0.0,
M00278,Gold,0,0,48.0,6,1,246.4,356.10999999999996,59.35166666666666,0,0.0,,819.0,819.0,150,669.0,0.1832,1156.0
M00279,Silver,0,0,535.0,3,0,160.0,188.03,62.67666666666667,0,0.0,,376.0,376.0,325,51.0,0.8644,535.0
M00280,Platinum,0,0,57.0,6,2,63.6,502.08,83.67999999999999,0,0.0,1.2088,1004.0,1004.0,200,804.0,0.1992,135.0
M00281,Platinum,0,0,356.0,3,0,150.0,195.45000000000002,65.15,0,0.0,,449.0,449.0,0,449.0,0.0,
M00282,Bronze,0,0,374.0,2,0,,125.19,62.595,0,0.0,,288.0,288.0,100,188.0,0.3472,1412.0
M00283,Silver,0,0,177.0,5,0,389.25,438.59000000000003,87.718,0,0.0,0.0,810.0,810.0,44,766.0,0.0543,705.0
M00284,Silver,0,0,26.0,4,2,75.33333333333333,396.54,99.135,0,0.0,,793.0,793.0,100,693.0,0.1261,26.0
M00285,Bronze,0,0,30.0,4,1,222.0,258.40000000000003,64.60000000000001,0,0.0,3.4264,595.0,595.0,0,595.0,0.0,
M00286,Silver,0,0,339.0,6,0,71.0,319.76,53.29333333333333,0,0.0,,570.0,570.0,0,570.0,0.0,
M00287,Platinum,0,0,52.0,7,2,60.0,416.15,59.449999999999996,0,0.0,4.5802,855.0,855.0,0,855.0,0.0,
M00288,Platinum,0,0,10.0,5,2,113.5,358.28,71.65599999999999,0,0.0,1.7513,716.0,716.0,238,478.0,0.3324,64.0
M00289,Silver,0,0,29.0,3,1,431.5,156.76,52.25333333333333,0,0.0,,313.0,313.0,0,313.0,0.0,
M00290,Silver,0,0,195.0,8,0,183.14285714285714,943.0600000000001,134.72285714285715,1,0.125,,1935.0,1886.0,50,1836.0,0.0265,348.0
M00291,Silver,0,0,593.0,5,0,91.5,225.69,45.138,0,0.0,,451.0,451.0,0,451.0,0.0,
M00292,Bronze,0,0,219.0,2,0,,122.75,61.375,0,0.0,,245.0,245.0,0,245.0,0.0,
M00293,Bronze,0,0,2.0,4,2,124.0,275.86,68.965,0,0.0,,482.0,482.0,0,482.0,0.0,
M00294,Bronze,0,0,47.0,3,1,196.5,232.21999999999997,77.40666666666665,0,0.0,,407.0,407.0,0,407.0,0.0,
M00295,Bronze,0,0,32.0,3,1,334.5,187.21,62.403333333333336,0,0.0,,375.0,375.0,0,375.0,0.0,
M00296,Silver,0,0,207.0,5,0,73.5,392.04,78.408,0,0.0,,901.0,901.0,150,751.0,0.1665,377.0
M00297,Bronze,0,0,10.0,4,3,61.0,389.59999999999997,97.39999999999999,0,0.0,,779.0,779.0,0,779.0,0.0,
M00298,Bronze,0,0,64.0,5,1,231.5,227.27,45.454,0,0.0,,422.0,422.0,50,372.0,0.1185,268.0
M00299,Bronze,0,0,502.0,3,0,76.5,138.36,69.18,1,0.3333,,319.0,277.0,50,227.0,0.1805,655.0
M00300,Bronze,0,0,278.0,5,0,81.75,1339.94,267.988,0,0.0,,3082.0,3082.0,0,3082.0,0.0,
M00301,Silver,0,0,169.0,1,0,,51.06,51.06,0,0.0,0.0,102.0,102.0,0,102.0,0.0,
M00302,Platinum,0,0,123.0,3,0,761.5,214.91,71.63666666666667,0,0.0,0.0,430.0,430.0,0,430.0,0.0,
M00303,Gold,0,0,401.0,2,0,,142.52,71.26,0,0.0,,250.0,250.0,0,250.0,0.0,
M00304,Gold,0,0,91.0,6,0,199.4,517.55,86.25833333333333,0,0.0,0.0,966.0,966.0,0,966.0,0.0,
M00305,Silver,0,0,106.0,5,0,247.75,327.89,65.578,0,0.0,0.0,656.0,656.0,150,506.0,0.2287,106.0
M00306,Silver,0,0,392.0,7,0,91.83333333333333,380.21999999999997,63.37,1,0.1429,,932.0,874.0,344,530.0,0.3936,392.0
M00307,Silver,0,0,15.0,5,4,44.75,369.35,73.87,0,0.0,,646.0,646.0,50,596.0,0.0774,194.0
M00308,Gold,0,0,13.0,3,2,77.0,84.41999999999999,42.209999999999994,1,0.3333,,290.0,194.0,0,194.0,0.0,
M00309,Bronze,0,0,56.0,11,1,80.7,1011.5,91.95454545454545,0,0.0,,2045.0,2045.0,302,1743.0,0.1477,342.0
M00310,Gold,0,0,905.0,3,0,98.5,191.55,63.85,0,0.0,,335.0,335.0,135,200.0,0.403,1053.0
M00311,Platinum,0,0,405.0,3,0,110.5,420.67,140.22333333333333,0,0.0,,841.0,841.0,0,841.0,0.0,
M00312,Gold,0,0,3.0,8,1,147.71428571428572,619.96,77.495,0,0.0,,1133.0,1133.0,570,563.0,0.5031,190.0
M00313,Bronze,0,0,557.0,6,0,244.4,509.31,84.885,0,0.0,,980.0,980.0,0,980.0,0.0,
M00314,Bronze,0,0,6.0,5,2,87.75,291.26000000000005,58.25200000000001,0,0.0,0.6442,520.0,520.0,74,446.0,0.1423,50.0
M00315,Bronze,0,0,950.0,6,0,175.4,425.8,70.96666666666667,0,0.0,,979.0,979.0,0,979.0,0.0,
M00316,Bronze,0,0,162.0,7,0,106.5,508.21999999999997,72.60285714285713,0,0.0,0.0,1108.0,1108.0,381,727.0,0.3439,162.0
M00317,Bronze,0,0,79.0,2,2,,48.629999999999995,24.314999999999998,0,0.0,,85.0,85.0,22,63.0,0.2588,89.0
M00318,Gold,0,0,132.0,4,0,277.0,322.14000000000004,80.53500000000001,0,0.0,0.0,644.0,644.0,0,644.0,0.0,
M00319,Silver,0,0,124.0,3,0,406.5,373.88,124.62666666666667,0,0.0,0.0,655.0,655.0,50,605.0,0.0763,937.0
M00320,Bronze,0,0,41.0,3,1,117.5,131.13,43.71,0,0.0,,301.0,301.0,0,301.0,0.0,
M00321,Silver,0,0,28.0,8,3,37.42857142857143,529.29,66.16125,0,0.0,1.3583,926.0,926.0,0,926.0,0.0,
M00322,Silver,0,0,246.0,4,0,27.666666666666668,213.97,53.4925,0,0.0,,492.0,492.0,0,492.0,0.0,
M00323,Bronze,0,0,13.0,4,1,262.6666666666667,299.40999999999997,74.85249999999999,0,0.0,,599.0,599.0,0,599.0,0.0,
M00324,Bronze,0,0,505.0,4,0,155.66666666666666,231.29,57.8225,0,0.0,,523.0,523.0,0,523.0,0.0,
M00325,Silver,0,0,80.0,6,1,85.0,265.97,44.32833333333334,0,0.0,0.3165,465.0,465.0,50,415.0,0.1075,170.0
M00326,Bronze,0,0,338.0,7,0,110.5,362.87,51.83857142857143,0,0.0,,784.0,784.0,50,734.0,0.0638,338.0
M00327,Silver,0,0,361.0,3,0,642.0,147.73,49.24333333333333,0,0.0,,295.0,295.0,0,295.0,0.0,
M00328,Platinum,0,0,161.0,7,0,203.16666666666666,791.77,113.11,0,0.0,0.0,1584.0,1584.0,493,1091.0,0.3112,161.0
M00329,Silver,0,0,12.0,7,4,24.5,331.11,47.30142857142857,0,0.0,1.9995,761.0,761.0,50,711.0,0.0657,57.0
M00330,Gold,0,0,379.0,5,0,354.75,422.61,84.522,0,0.0,,761.0,761.0,0,761.0,0.0,
M00331,Silver,0,0,60.0,3,1,207.0,87.53,29.176666666666666,0,0.0,,183.0,183.0,62,121.0,0.3388,474.0
M00332,Silver,0,0,20.0,5,1,114.25,254.51000000000002,50.902,0,0.0,0.8545,445.0,445.0,100,345.0,0.2247,119.0
M00333,Bronze,0,0,192.0,3,0,169.5,278.27,92.75666666666666,0,0.0,,487.0,487.0,187,300.0,0.384,192.0
M00334,Bronze,0,0,17.0,6,1,146.0,367.11,61.185,0,0.0,0.3774,641.0,641.0,0,641.0,0.0,
M00335,Bronze,0,0,265.0,6,0,143.8,371.41,74.28200000000001,1,0.1667,,954.0,854.0,168,686.0,0.1967,971.0
M00336,Gold,0,0,7.0,3,1,636.0,226.79,75.59666666666666,0,0.0,,476.0,476.0,0,476.0,0.0,
M00337,Bronze,0,0,140.0,5,0,126.25,208.47,52.1175,1,0.2,,415.0,365.0,0,365.0,0.0,
M00338,Silver,0,0,670.0,3,0,86.5,125.91,41.97,0,0.0,,221.0,221.0,0,221.0,0.0,
M00339,Silver,0,0,981.0,3,0,229.0,174.21,58.07,0,0.0,,304.0,304.0,0,304.0,0.0,
M00340,Platinum,0,0,237.0,3,0,365.5,94.59,31.53,0,0.0,,165.0,165.0,0,165.0,0.0,
M00341,Silver,0,0,4.0,10,2,63.44444444444444,469.82,46.982,0,0.0,0.5291,1047.0,1047.0,0,1047.0,0.0,
M00342,Bronze,0,1,7.0,7,1,89.16666666666667,370.92,52.98857142857143,0,0.0,0.7968,853.0,853.0,0,853.0,0.0,
M00343,Gold,0,0,4.0,7,5,25.166666666666668,364.42,52.06,0,0.0,4.6368,832.0,832.0,44,788.0,0.0529,13.0
M00344,Bronze,0,0,299.0,3,0,426.5,131.69,43.89666666666667,0,0.0,,244.0,244.0,0,244.0,0.0,
M00345,Bronze,0,0,135.0,4,0,68.0,224.3,56.075,0,0.0,0.0,391.0,391.0,0,391.0,0.0,
M00346,Bronze,0,0,125.0,9,0,180.875,678.49,75.38777777777779,0,0.0,0.0,1559.0,1559.0,133,1426.0,0.0853,1409.0
M00347,Bronze,0,0,151.0,7,0,179.16666666666666,386.12,64.35333333333334,1,0.1429,,1113.0,888.0,250,638.0,0.2815,151.0
M00348,Gold,0,0,338.0,3,0,112.0,186.87,62.29,0,0.0,,313.0,313.0,0,313.0,0.0,
M00349,Platinum,0,0,48.0,7,1,271.0,346.83,49.54714285714285,0,0.0,,629.0,629.0,53,576.0,0.0843,1674.0
M00350,Bronze,0,0,98.0,3,0,322.5,176.17,58.72333333333333,0,0.0,0.0,308.0,308.0,0,308.0,0.0,
M00351,Bronze,0,0,400.0,3,0,351.0,249.78,83.26,0,0.0,,437.0,437.0,192,245.0,0.4394,1102.0
M00352,Bronze,0,0,256.0,5,0,170.5,246.51999999999998,49.303999999999995,0,0.0,,455.0,455.0,142,313.0,0.3121,256.0
M00353,Gold,0,0,104.0,6,0,109.8,512.0,85.33333333333333,0,0.0,0.0,1177.0,1177.0,142,1035.0,0.1206,346.0
M00354,Bronze,0,0,144.0,1,0,,96.97,96.97,0,0.0,0.0,170.0,170.0,0,170.0,0.0,
M00355,Gold,0,0,35.0,8,1,44.142857142857146,402.13,50.26625,0,0.0,0.1796,925.0,925.0,79,846.0,0.0854,35.0
M00356,Bronze,0,0,145.0,4,0,34.0,470.43,117.6075,0,0.0,0.0,823.0,823.0,0,823.0,0.0,
M00357,Bronze,0,0,361.0,3,0,59.5,189.26,63.086666666666666,0,0.0,,378.0,378.0,0,378.0,0.0,
M00358,Gold,0,0,72.0,6,1,138.6,497.67,82.94500000000001,0,0.0,,1105.0,1105.0,350,755.0,0.3167,517.0
M00359,Silver,0,0,525.0,2,0,,112.66,56.33,0,0.0,,259.0,259.0,0,259.0,0.0,
M00360,Silver,0,0,62.0,4,1,345.0,109.67,27.4175,0,0.0,,202.0,202.0,0,202.0,0.0,
M00361,Gold,0,0,94.0,5,0,260.5,400.71000000000004,80.14200000000001,0,0.0,0.0,886.0,886.0,0,886.0,0.0,
M00362,Silver,0,0,344.0,5,0,375.0,296.67,59.334,0,0.0,,520.0,520.0,73,447.0,0.1404,441.0
M00363,Bronze,0,0,369.0,5,0,168.0,169.71,33.942,0,0.0,,376.0,376.0,0,376.0,0.0,
M00364,Gold,0,0,259.0,6,0,54.2,269.4,44.9,0,0.0,,494.0,494.0,114,380.0,0.2308,492.0
M00365,Bronze,0,0,32.0,5,2,92.75,204.42000000000002,40.884,0,0.0,3.1785,358.0,358.0,143,215.0,0.3994,32.0
M00366,Bronze,0,0,174.0,5,0,188.5,399.93,79.986,0,0.0,0.0,775.0,775.0,57,718.0,0.0735,174.0
M00367,Bronze,0,0,204.0,1,0,,61.64,61.64,0,0.0,,123.0,123.0,100,23.0,0.813,204.0
M00368,Bronze,0,0,834.0,4,0,125.33333333333333,210.53,52.6325,0,0.0,,369.0,369.0,0,369.0,0.0,
M00369,Platinum,0,0,106.0,1,0,,32.3,32.3,0,0.0,0.0,74.0,74.0,0,74.0,0.0,
M00370,Bronze,0,0,89.0,4,1,211.0,211.25,52.8125,0,0.0,,422.0,422.0,193,229.0,0.4573,722.0
M00371,Bronze,0,0,202.0,6,0,341.2,510.69,85.115,0,0.0,,1166.0,1166.0,50,1116.0,0.0429,202.0
M00372,Bronze,0,0,144.0,5,0,66.0,272.96,54.592,0,0.0,0.0,478.0,478.0,0,478.0,0.0,
M00373,,1,0,7.0,5,1,264.25,317.63,63.525999999999996,0,0.0,,635.0,635.0,0,635.0,0.0,
M00374,Platinum,0,0,68.0,4,2,86.33333333333333,174.17000000000002,58.05666666666667,1,0.25,,380.0,304.0,0,304.0,0.0,
M00375,Silver,0,0,28.0,3,1,121.5,214.85000000000002,71.61666666666667,0,0.0,,376.0,376.0,0,376.0,0.0,
M00376,Bronze,0,0,317.0,5,0,353.25,249.77,49.954,0,0.0,,438.0,438.0,69,369.0,0.1575,827.0
M00377,Bronze,0,1,638.0,3,0,135.0,206.77,68.92333333333333,0,0.0,,412.0,412.0,0,412.0,0.0,
M00378,Gold,0,0,102.0,5,0,421.5,265.74,53.148,0,0.0,0.0,521.0,521.0,0,521.0,0.0,
M00379,Silver,0,0,9.0,7,3,40.666666666666664,330.98,47.28285714285715,0,0.0,1.0995,672.0,672.0,0,672.0,0.0,
M00380,Bronze,0,0,110.0,7,0,181.5,840.74,120.10571428571428,0,0.0,0.0,1682.0,1682.0,0,1682.0,0.0,
M00381,Silver,0,0,261.0,7,0,158.66666666666666,575.84,82.26285714285714,0,0.0,,1084.0,1084.0,0,1084.0,0.0,
M00382,Gold,0,0,211.0,3,0,339.5,140.1,46.699999999999996,0,0.0,,281.0,281.0,0,281.0,0.0,
M00383,Bronze,0,0,17.0,6,1,113.0,470.59,78.43166666666666,0,0.0,1.158,824.0,824.0,0,824.0,0.0,
M00384,Bronze,0,0,46.0,6,2,93.8,258.24,43.04,0,0.0,2.6388,394.0,394.0,0,394.0,0.0,
M00385,Bronze,0,0,0.0,6,1,109.2,310.04,51.67333333333334,0,0.0,0.9151,684.0,684.0,78,606.0,0.114,413.0
M00386,Silver,0,0,84.0,5,1,98.25,365.84000000000003,73.168,0,0.0,0.5519,806.0,806.0,63,743.0,0.0782,443.0
M00387,Bronze,0,0,22.0,7,1,176.0,450.79,75.13166666666667,1,0.1429,,1226.0,998.0,0,998.0,0.0,
M00388,Gold,0,0,61.0,2,2,,91.38,91.38,1,0.5,,234.0,160.0,0,160.0,0.0,
M00389,Bronze,0,0,162.0,4,0,84.0,313.21999999999997,78.30499999999999,0,0.0,0.0,584.0,584.0,0,584.0,0.0,
M00390,Gold,0,0,459.0,2,0,,73.0,36.5,0,0.0,,146.0,146.0,24,122.0,0.1644,485.0
M00391,Bronze,0,0,28.0,4,2,42.0,162.3,40.575,0,0.0,0.397,374.0,374.0,0,374.0,0.0,
M00392,Silver,0,0,55.0,5,1,193.0,377.24,75.44800000000001,0,0.0,0.6769,868.0,868.0,100,768.0,0.1152,315.0
M00393,Silver,0,0,18.0,3,3,29.0,198.61,66.20333333333333,0,0.0,,347.0,347.0,139,208.0,0.4006,75.0
M00394,Silver,0,0,26.0,5,1,61.75,369.76,73.952,0,0.0,0.4068,648.0,648.0,68,580.0,0.1049,94.0
M00395,Bronze,0,0,960.0,5,0,183.25,491.37,98.274,0,0.0,,1057.0,1057.0,73,984.0,0.0691,960.0
M00396,Bronze,0,0,234.0,3,0,253.0,185.74,61.913333333333334,0,0.0,,359.0,359.0,50,309.0,0.1393,234.0
M00397,Bronze,0,0,416.0,3,0,57.0,235.26,78.42,0,0.0,,145.0,145.0,0,145.0,0.0,
M00398,Bronze,0,0,254.0,5,0,152.0,381.07,76.214,0,0.0,,715.0,715.0,155,560.0,0.2168,254.0
M00399,Gold,0,0,4.0,11,1,180.7,802.51,72.95545454545454,0,0.0,,1846.0,1846.0,100,1746.0,0.0542,4.0
M00400,Platinum,0,0,266.0,3,0,135.5,226.26,75.42,0,0.0,,452.0,452.0,200,252.0,0.4425,291.0
M00401,Silver,0,0,379.0,4,0,250.33333333333334,345.81,86.4525,0,0.0,,777.0,777.0,150,627.0,0.1931,578.0
M00402,Gold,0,0,41.0,5,3,85.25,341.73,68.346,0,0.0,5.6888,610.0,610.0,89,521.0,0.1459,84.0
M00403,Bronze,0,0,80.0,3,1,439.5,282.92,94.30666666666667,0,0.0,0.486,565.0,565.0,200,365.0,0.354,168.0
M00404,Bronze,0,0,605.0,3,0,254.5,197.81,65.93666666666667,0,0.0,,454.0,454.0,0,454.0,0.0,
M00405,Bronze,0,0,180.0,5,0,250.0,225.94,45.188,0,0.0,0.0,520.0,520.0,0,520.0,0.0,
M00406,Silver,0,0,69.0,4,1,65.0,202.1,50.525,0,0.0,0.4846,354.0,354.0,0,354.0,0.0,
M00407,Gold,0,0,39.0,6,2,341.6,532.28,88.71333333333332,0,0.0,,932.0,932.0,50,882.0,0.0536,39.0
M00408,Platinum,0,0,13.0,3,1,421.0,98.66,32.88666666666666,0,0.0,,204.0,204.0,0,204.0,0.0,
M00409,Bronze,0,0,297.0,5,0,87.25,537.1700000000001,107.43400000000001,0,0.0,,940.0,940.0,188,752.0,0.2,297.0
M00410,Bronze,0,0,10.0,3,1,391.5,116.55,38.85,0,0.0,,204.0,204.0,0,204.0,0.0,
M00411,Gold,0,0,390.0,7,0,88.0,373.36,53.33714285714286,0,0.0,,751.0,751.0,82,669.0,0.1092,615.0
M00412,Bronze,0,0,1239.0,1,0,,36.17,36.17,0,0.0,,63.0,63.0,0,63.0,0.0,
M00413,Silver,0,0,423.0,4,0,98.33333333333333,274.4,68.6,0,0.0,,562.0,562.0,100,462.0,0.1779,498.0
M00414,Bronze,0,0,34.0,6,2,146.8,314.49,52.415,0,0.0,,724.0,724.0,269,455.0,0.3715,503.0
M00415,Bronze,0,0,1079.0,3,0,155.0,109.64,36.54666666666667,0,0.0,,192.0,192.0,31,161.0,0.1615,1343.0
M00416,Gold,0,0,227.0,4,0,130.0,1167.27,291.8175,0,0.0,,2685.0,2685.0,0,2685.0,0.0,
M00417,Gold,0,0,231.0,2,0,,160.96,80.48,0,0.0,,316.0,316.0,144,172.0,0.4557,231.0
M00418,Bronze,0,0,119.0,4,0,156.33333333333334,225.71,56.4275,0,0.0,0.0,451.0,451.0,100,351.0,0.2217,150.0
M00419,Silver,0,0,129.0,4,0,105.66666666666667,193.74,48.435,0,0.0,0.0,268.0,268.0,0,268.0,0.0,
M00420,Platinum,0,0,67.0,7,1,154.16666666666666,476.45000000000005,68.06428571428572,0,0.0,,953.0,953.0,0,953.0,0.0,
M00421,Silver,0,0,351.0,3,0,302.0,161.46,53.82,0,0.0,,322.0,322.0,0,322.0,0.0,
M00422,Bronze,0,0,97.0,6,0,32.2,354.65,59.10833333333333,0,0.0,0.0,709.0,709.0,0,709.0,0.0,
